Run,400,600,800,1200,1600,2400,3200,4800,6400,9600
1,0.077974,0.283444,0.695457,2.364394,5.922961,24.410540,70.875064,240.785077,580.598692,2088.848583
2,0.077578,0.281074,0.694611,2.372067,5.835051,24.324571,70.707291,241.643272,585.270839,2086.140473
3,0.077828,0.283119,0.695454,2.365440,5.777330,24.181199,70.545620,235.945979,584.073670,2094.571536
4,0.077734,0.281879,0.731676,2.366573,5.945426,23.766649,70.667399,240.592700,572.857754,2093.595032
5,0.098230,0.283462,0.693322,2.367007,5.908534,24.014734,70.393269,238.781524,581.057671,2092.263200
6,0.077552,0.283367,0.694271,2.366907,5.688946,24.232623,70.473465,231.251619,580.645503,2084.298015
7,0.077081,0.282814,0.694058,2.364742,5.913652,24.234222,70.184819,240.047317,581.345249,2092.557913
8,0.077780,0.283157,0.695459,2.367608,5.756664,24.411617,70.585207,239.021012,580.840191,2089.893656
9,0.077256,0.280789,0.667924,2.365250,5.743905,24.233879,70.382481,236.581023,567.812508,2091.149548
10,0.077655,0.283381,0.694497,2.370856,5.883661,23.923347,70.092909,233.657765,584.247310,2087.472775
